filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
154,From Russia with Love,1963,Spy,115,Great Britain,Terence Young,"Sean Connery, Daniela Bianchi, Pedro Armendariz, Robert Shaw, Lotte Lenya, Bernard Lee, Eunice Gayson, Walter Gotell, Lois Maxwell",7.3,7.4,7,198,"James Bond is in Istanbul to steal the Lector from the Russians, a universal decipherer also coveted by the criminal organization Specter. This puts Tatiana, secretary of the Russian embassy, ??after him, but the girl falls in love with him. From here on, adventures and twists follow each other relentlessly, until ...","In all likelihood, the masterpiece of the saga dedicated to 007: a perfect plot, with suspense, irony and almost ""camp"" taste, correct references to the novel by Ian Fleming and a Connery in top form. Among the frequent moments with a high rate of eroticism, at least the sequence of the fight between two gypsies under the smug gaze of Bond should be remembered.",1,3,0,2,1
155,The Man with the Golden Gun,1974,Spy,122,Great Britain,Guy Hamilton,"Roger Moore, Christopher Lee, Britt Ekland, Maud Adams, Hervé Villechaize, Clifton James, Richard Loo, Bernard Lee, Lois Maxwell, Desmond Llewelyn",5.7,5.44,6,126,"A nice gift arrives British Intelligence front company. A golden bullet engraved with a number: 007. Clear message, sent (perhaps) by a killer of Cuban origin, Scaramanga, raised in a circus and a lover of animals, beautiful women and his proverbial golden gun. No one has ever seen him: but James Bond tries to track him down by following various tracks, from Beirut to Hong Kong to an island in Thailand, the secret base of the assassin. Alongside 007 the bungler Mary Goodnight.","Based on the latest novel by Ian Fleming, in which the figure of the killer acquires the appearance of the alter ego of the famous spy. In the film version, the parallel is completely lost, despite Christopher Lee giving life to a thick Scaramanga. Fun is guaranteed as always, but it is a minor Bond, whose production suffered the consequences of the divorce between the two historic producers of the series, Saltzman and Broccoli (the latter will continue alone).",2,4,1,2,2
158,You Only Live Twice,1967,Spy,116,Great Britain,Lewis Gilbert,"Sean Connery, Akiko Wakabayashi, Donald Pleasence, Desmond Llewelyn, Mie Hama, Tetsurô Tanba, Teru Shimada, Karin Dor, Bernard Lee, Lois Maxwell",6.5,6.18,7,131,The criminal organization Specter captures US and USSR spacecraft in orbit. The two countries accuse each other of the bad joke. The purpose of the action is to provoke a Third World War. James Bond must penetrate the extinct volcano of the Japanese island where the base of operations of the bandits is hidden.,"Sean Connery's fifth date with 007. The film is a pleasant and spectacular cocktail of action, beautiful women and ingenious secret weapons. Bond's antagonist is this time the evil Blofeld, an excellent Donald Pleasence. The author of the effective and playful screenplay is Roald Dahl, a highly refined author of children's novels.",2,3,1,3,1
159,Thunderball,1965,Spy,132,Great Britain,Terence Young,"Sean Connery, Claudine Auger, Adolfo Celi, Luciana Paluzzi, Rik Van Nutter, Guy Doleman, Molly Peters, Martine Beswick, Bernard Lee, Desmond Llewelyn, Lois Maxwell",7.1,7.19,7,157,"The Specter organization has seized a bomber armed with two atomic devices and is threatening to unload the deadly explosive on an American or British city unless a large ransom is paid. James Bond is tasked with locating the Specter base and disrupting the criminal plot. Bond succeeds in his aim, naturally with the help of a beautiful girl, Domino, who, needless to say, falls in love with him. The mission ends with a spectacular submarine battle.","Fourth time of 007 on screen: his adventures are now a classic, his cult a collective craze, Sean Connery a superstar. Great the bad of Adolfo Celi, found one after the other.",1,3,0,2,2
162,Diamonds Are Forever,1971,Spy,122,Great Britain,Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray, Lana Wood, Bruce Cabot, Jimmy Dean, Bernard Lee, Desmond Llewelyn, Lois Maxwell, Bruce Glover",5.9,5.75,6,125,"The world diamond market is upset by a sudden surge in purchases by unknown buyers. The task of shedding light on the affair is entrusted to James Bond, who investigating between the United States and the Netherlands discovers that the valuables were used to finance a deadly plot ...","While not among the milestones of the series, the second of the four Bonds directed by Hamilton does not disappoint the expectations of fans: the deployment of technology is up to the situation, and not even the suspense is lacking. But Connery shows a slight decline in conviction, so much so that in the following _Live and let die_ the baton will pass to Roger Moore.",1,2,0,2,1
164,Dangerous Mission,1954,Thriller,75,United States,Louis King,"Victor Mature, Piper Laurie, Vincent Price, William Bendix, Betta St. John, Steve Darrell, Marlo Dwyer, Walter Reed, Dennis Weaver",3.6,4,3,7,"Linda is fleeing to Montana because she witnessed a murder that took place in the public place where she works as a cashier. Mark Harbett the federal agent X 3 and Paul Arams, a killer hired by gangsters to silence her for good, chase her. The two who are acting undercover begin to woo the girl who seems to prefer Mark. When Paul attempts to kill Linda, Mark reacts. Between a forest fire and an avalanche, the two men arrive at the final confrontation.","Although the screenplay is by Horace McCoy and W. R. Burnett, despite the Technicolor and 3-D and despite the good cast, there is very little emotion in this film.",0,1,0,3,0
165,Under Cover,1987,Thriller,92,United States,John Stockwell,"David Neidorf, Jennifer Jason Leigh, David Harris, Barry Corbin, Kathleen Wilhoite, Carmen Argenziano, Brad Leland, John Philbin",6,6,6,3,"A drug trafficking is discovered in a high school in South Carolina. The game, however, is so hard that a policeman immediately leaves the skin. Then agent Hauser is called on the scene, a policeman from another city who, thanks to the fact that he is not known in the area, manages to infiltrate the criminal organization.","Thanks also to the help of a beautiful narcotics agent, Hauser completes the mission, a first feature, not too successful. The most unique thing is that the new director is actor John Stockwell, better known as ""Cougar"" in Tony Scott's ""Top Gun"".",0,2,0,2,1
167,Agente segreto 777 - Invito a uccidere,1965,Spy,90,Italy,Enrico Bomba,"Lewis Jordan, Hélène Chanel, Claudie Lange, Umberto Raho, Cina Doren, Halina Zalewska, Danilo Turk, Anita Todesco, Giorgio Valletta",2.6,3,2,7,"A scientist, working on the formula for a revolutionary metal alloy, dies in a rather suspicious car accident. By chance, secret agent 777, Lewis Jordan, finds the revolutionary formula in the wallet of the deceased. Immediately charged with the case, Jordan also finds himself having to deal with his superiors who they suspect is playing a double game.",Mediocre film that tries to imitate the James Bond vein with questionable results.,0,1,0,1,0
168,Agente segreto 777 - Operazione mistero,1966,Spy,90,Italy,Henry Bay,"Mark Damon, Mary Young, Seyna Seyn, Stanley Kent, Aldo Bufi Landi, Lewis Jordan, Isarco Ravaioli, Walter Neng, Franca Duccio",4,4,4,6,"The scientist Keller has made a prodigious discovery that opens new horizons in the field of atomic energy production and, aware of the potential dangers, decides to keep it secret. But precisely his most trusted collaborators put the secret services of a foreign power on his heels.",Nothing new under the sun in this standard specimen of the spy genre.,1,2,0,2,0
169,Madame Sin,1972,Spy,73,Great Britain,David Greene,"Bette Davis, Robert Wagner, Denholm Elliott, Gordon Jackson, Dudley Sutton, Catherine Schell, Pik Sen Lim, Paul Maxwell, David Healy",4.9,5.33,5,7,"British secret agent Anthony Lawrence is kidnapped and taken to Madame Sin's castle, where she explains to him that his job will be to seize an atomic submarine by conditioning the will of the commander. Lawrence will manage at the last minute to get the Intelligence Service to intervene, but Madame Sin will escape capture.","Between espionage and science fiction, this television film was made for the great Bette Davis, at very high costs and with enormous audience success (in Great Britain). The diva reciprocates with an amazing interpretation, a decisive contribution in the overall context of a work that is not excellent.",1,2,0,2,0
173,The Pawnshop,1916,Comedy,42,United States,Charles Chaplin,"Charles Chaplin, Henry Bergman, Edna Purviance, John Rand, Albert Austin, Eric Campbell, James T. Kelley, Frank J. Coleman",6.8,7,7,17,"Charlie works at a pawnshop, but the man who comes to him with an alarm clock doesn't even know in what state it will be returned.",,3,3,0,0,0
174,The Ultimate Solution of Grace Quigley,1984,Comedy,102,United States,Anthony Harvey,"Katharine Hepburn, Nick Nolte, Kit Le Fever, Chip Zien, William Duell, Walter Abel, Elizabeth Wilson, Frances Pole",5.7,4.6,7,15,"Sated with life, old Grace hires a killer to suppress her. The idea wins over many of her old friends, and she sets up a commissioned death business.",It laughs bitterly with Katharine Hepburn and Nick Nolte.,3,3,2,3,1
176,Agguato a Tangeri,1957,Thriller,88,Italy,Riccardo Freda,"Edmund Purdom, Geneviève Page, Gino Cervi, Amparo Rivelles, José Guardiola, Félix Dafauce, Antonio Molino Rojo, Enrique Pelayo",4.8,4.5,5,6,"John Millwood, who is said to have been expelled from the United States, falls in love with Mary, daughter of wealthy ichthyologist Hanry Bovelasco, but leaves her so as not to look like a dowry hunter in the eyes of the girl's father. In reality, John is a secret agent who tries to unmask a drug trafficking, of which Bovelasco will turn out to be at the head.","Riccardo Freda, in his long career as a director has experimented with all film genres, with alternating results: from real goodies to purely food works made without committing too much. As in this case, for example.",0,2,0,2,0
177,Across the Pacific,1942,Spy,97,United States,John Huston,"Humphrey Bogart, Mary Astor, Sydney Greenstreet, Charles Halton, Victor Sen Yung, Roland Got, Lee Tung Foo, Frank Wilcox",7.1,7.17,7,26,"We are on the eve of the war. Passing off as a discharged American soldier, a secret agent embarks on a steamship en route to Panama, on the trail of a fellow countryman who has sold himself to the Japanese cause. Arriving in Panama, the spy tries to organize a clandestine base on the plantation belonging to the father of the girl with whom the secret agent has fallen in love.","Military propaganda film, where Huston reunited, a year later, some of the interpreters of the ""Mystery of the Hawk"". The director, recalled to arms, had to give his hand to Vincent Sherman, who finished shooting. The intrigue, however, is a bit far-fetched.",0,2,1,2,0
178,Hard Ticket to Hawaii,1987,Crime,96,United States,Andy Sidaris,"Ronn Moss, Dona Speir, Hope Marie Carlton, Harold Diamond, Rodrigo Obregón, Cynthia Brimhall, Patty Duffek, Wolf Larson",3.5,4,3,5,"Two narcotics agents are on the trail of a drug trafficking that leads them to the exotic islands of the Pacific, where, among beautiful women, ambushes, chases and the threatening presence of giant reptiles, they will find bread for their teeth. But do not worry because (if you really care) they will end up completing their task anyway.","Z-series stuff, this action film that mixes cheap exoticism with the most worn-out places and narrative mechanisms of crime cinema. And to spice up this unseasoned and reheated soup Sidaris uses the most predictable trick: sex.",1,3,0,1,1
180,Rhino!,1964,Adventure,91,United States,Ivan Tors,"Harry Guardino, Robert Culp, Shirley Eaton, Harry Makela, George Lane",3.3,4,3,3,"A hunter should bring two white rhinos back to a reserve, but the idea of ​​a lavish gain makes him think of selling them. Boring hunting and adventure affair, in suggestive landscapes.",,0,1,1,2,0
181,Die Flusspiraten vom Mississippi,1964,Western,86,Germany,Jürgen Roland,"Hansjörg Felmy, Sabine Sinjen, Horst Frank, Brad Harris, Tony Kendall, Dorothee Parker, Karl Lieffen, Barbara Simon, Paolo Solvay",4.5,4,5,5,A mysterious stranger arrives in Black Water. Could it be related to the fierce Morrel gang?,,0,2,0,1,0
182,"Agi Murad, il diavolo bianco",1959,Adventure,100,"Italy, Yugoslavia",Riccardo Freda,"Steve Reeves, Giorgia Moll, Scilla Gabel, Renato Baldini, Gérard Herter, Milivoje Zivanovic, Nikola Popovic, Jovan Gec",5.8,5.67,6,5,"First half of the 19th century: Agi Murad, leader of the Caucasian rebels, leads the struggle for independence against the troops of Tsar Nicholas I Romanov. But the power conflicts with rival Ahmed Khan and the kidnapping of his betrothed and son make his mission even more difficult.","Inspired by a novel by Tolstoy (""Hadzi Murat"") and correctly directed - but nothing more - by one of the few Italian adventure film specialists, the film uses a photograph signed by an illustrious name: Mario Bava. A decade earlier, Nunzio Malasomma had already grappled with the same story (""The white devil"", with Rossano Brazzi).",0,2,0,2,0
183,Agnes of God,1985,Drama,98,United States,Norman Jewison,"Jane Fonda, Anne Bancroft, Meg Tilly, Anne Pitoniak, Gratien Gelinas, Winston Rekert, Guy Hoffman, Gabriel Arcand, Françoise Faucher",6.1,6.4,6,51,"In a Montreal convent, a young nun gives birth and the baby is found strangled. Dr. Martha Livingstone (Fonda) is tasked with conducting a psychiatric report on the alleged murderer. The rationalistic investigation into the field of mysticism (the nun has stigmata), of conventual life and culture, leads Martha to formulate the hypothesis that the infanticide was committed by others.","An all-female psychological thriller, conventionally directed by Norman Jewison, the film has a strong point in the interpretation of Ann Bancroft (the mother superior), while Jane Fonda plays.",0,1,3,3,1
186,Ai margini della metropoli,1953,Drama,95,Italy,Carlo Lizzani,"Massimo Girotti, Marina Berti, Giulietta Masina, Michel Jourdan, Lucien Gallas, Rossana Martini, Adriana Sivieri, Patrizia Lari, Paola Borboni",5.7,5.2,6,13,"Mario Ilari, an unemployed worker, is accused of the murder of a girl he knows. Arrested twice, Mario is defended by the lawyer Marini, who sees a possibility of professional affirmation in the process. However, Mario's position is very delicate: the most important witness against him is Calì, an old bum who says he saw him at the crime scene. But Cali, accused of perjury, kills himself. When Mario's situation seems to be definitively compromised, the classic twist arrives. Inspired by a news story.",,0,1,1,2,0
188,Aida,1953,Musical,97,Italy,Clemente Fracassi,"Sophia Loren, Lois Maxwell, Luciano Della Marra, Enrico Formichi, Afro Poli, Antonio Cassinelli, Domenico Balini",5.6,5.5,6,9,"The story faithfully follows that of Verdi's opera: Aida is an Ethiopian slave with whom the Egyptian hero Radames, betrothed to Princess Amneris, is in love. Radames, after defeating the Ethiopian army led by Aida's father, obtains clemency for the vanquished from the Pharaoh. Princess Amneris discovers the general's love for Aida and, in revenge, accuses them of treason. While Aida manages to escape, Radames is sentenced to death.","Made at a time when films based on operas were a thriving genre, this Aida is a bit naive and uses well-known voices from the opera house, attributing them to photogenic faces, such as that of Sophia Loren called to play the protagonist and mimic the song in flashback.",0,2,1,2,0
189,Air America,1990,Adventure,106,United States,Roger Spottiswoode,"Mel Gibson, Robert Downey jr., Nancy Travis, Ken Jenkins, David Marshall Grant, Lane Smith, Art LaFleur, Ned Eisenberg, Marshall Bell",5.3,5.14,5,58,"Air America is a CIA-activated airline that, under the cover of innocent businesses, not only supplies arms to the anti-communist forces of Laos during the Vietnam War, but also lends itself to transporting drugs on behalf of a local trafficker. In this context, the unsuspecting pilot Billy Covington appears, looking for a job, who, realizing the unclean traffic he serves, tries to oppose it at his own risk.","Do you remember ""Under the Shot"", the film set by Spottiswoode himself in Nicaragua in 1983? Forget it. Here the complaint is removed for the benefit of showmanship and good feelings.",0,3,0,2,0
193,Airport '77,1977,Action,110,United States,Jerry Jameson,"Jack Lemmon, James Stewart, Lee Grant, Brenda Vaccaro, Jean Seberg, Joseph Cotten, Olivia de Havilland, Darren McGavin, Christopher Lee, Robert Foxworth, Robert Hooks",4.7,3.33,6,43,"An elderly billionaire, on the occasion of an inauguration, invites relatives and friends on a trip on his luxurious Jumbo. The plane was furnished, among other things, with precious paintings. Just to get hold of the canvases, the second pilot, after having drugged the crew and passengers, hijacks the aircraft. Flying low to escape the radar, however, it hits an obstacle and falls into the sea. The commander, having regained command, leads the difficult rescue operations.","The film is yet another variation on the catastrophic plane genre inaugurated by ""Airport"" and continued with ""Airport '75"". Little suspense, banality between characters and apotheosis of special effects.",0,2,0,1,0
194,Baby on Board,1991,Comedy,100,United States,Francis Schaeffer,"Carol Kane, Judge Reinhold, Alex Stapley, Holly Stapley, Géza Kovács, Errol Slue, Lou Pitoscias",5.2,4,6,6,"In order to be left permanently in peace by the gang to which she belonged in the past, Maria must lend herself to killing a man at the airport. He accepts for the sake of his little girl, but things go differently than expected: another killer kills the intended victim just as Maria thinks she is giving up. Frightened, the woman tries to escape and leaves the little girl to a nice taxi driver, Ernie, who has fallen in love with her. Ernie himself finds a way to save Maria and arrest the criminals.",The situations belong to a repertoire that has already been seen too many times to still have any comic effectiveness.,1,2,0,1,0
198,Akiko,1961,Comedy,99,Italy,Luigi Filippo D'Amico,"Akiko Wakabayashi, Pierre Brice, Marisa Merlini, Memmo Carotenuto, Vicky Ludovici, Valeria Fabrizi, Andrea Checchi, Marcello Paolini, Carlo Taranto",4.6,4,5,9,"The young Akiko falls in the middle of a family in which she was expecting the return of her father, who had left for Japan 18 years earlier. The girl is, in reality, the illegitimate daughter that the man, on the verge of death, sent to Italy for someone to take care of her. Who gets along with it immediately, who thinks of exploiting his ingenuity for little noble purposes, who impresses the heart of the girl from the East.","The exotic figure of Akiko is the only variant of a film which, for the rest, remains in the vein of the typical Italian comedy, without particular strengths or specific weaknesses.",2,2,0,1,1
199,Al bar dello sport,1983,Comedy,100,Italy,Francesco Massaro,"Lino Banfi, Jerry Calà, Mara Venier, Annie Belle, Mirella Banti, Franco Barbero, Pino Ammendola, Enzo Andronico",5.2,3.75,7,110,"Lino, an immigrant from Puglia in Turin, has a poor job, humiliations from his family and up to his neck in debts. Then, the stroke of luck: one billion and three hundred million in the football pools! With his friend Parola, mute scullery from the bar, he begins a journey towards luck.",The decadence of the 80's comedy in a film.,2,2,1,0,0
200,Al calar della sera,1992,Thriller,90,Italy,Alessandro Lucidi,"Daniela Poggi, Gianluca Favilla, Paolo Lorimer, Cecilia Luci, Anna Orso, Andrea Ward",4.4,3.5,5,5,"A young actress, who specializes in underwear advertising, has been receiving strange phone calls from a stranger for some time. One evening, as she prepares to leave for the weekend, a maniac attacks her and rapes her. But the girl reacts and the situation is reversed: now it is the maniac who is the woman's merchandise, who wonders if it is better to kill him or hand him over to the police. The relationship between the victim and his executioner has been investigated many times by the cinema. This honest thriller tries to mix ""The Night Porter"" with ""Bonds!"", But between Cavani and Almodóvar, the monotony of the already seen wins.",,0,2,1,2,2
201,Al Capone,1959,Gangster,104,United States,Richard Wilson,"Rod Steiger, Fay Spain, James Gregory, Martin Balsam, Nehemiah Persoff, Murvyn Vye, Robert Gist, Lewis Charles, Joe De Santis",6.4,6,7,9,"Having become the undisputed master of Chicago in the 1920s, Al Capone always manages to get away with it. Justice does not manage to unmask his responsibility in the thousand illicit affairs with which he enriches himself immeasurably. Only the discovery of a tax infringement allows it to be arrested and prosecuted.","Richard Wilson is a genre director (westerns and detective stories above all), but of considerable skill, particularly in the direction of the actors. Here the character of Al Capone is entrusted to an already famous and particularly effective Rod Steiger. The black and white of the film also effectively evokes the atmosphere of the time.",0,2,3,3,0
202,Storm Center,1956,Drama,87,United States,Daniel Taradash,"Bette Davis, Brian Keith, Kim Hunter, Paul Kelly, Kevin Coughlin, Joe Mantell, Sally Brophy, Howard Wierum, Curtis Cooksey",6.3,6.25,6,18,"Alicia Hull (Davis) refuses to remove a pro-Communist book from the library where she works. We are in the deep province of America and it doesn't take long for the library to burn down in retaliation, but she holds out.","Brave but didactic film by an excellent screenwriter, made right after the end of McCarthyism.",0,0,0,0,0
204,Drums Across the River,1954,Western,78,United States,Nathan Juran,"Audie Murphy, Lisa Gaye, Walter Brennan, Lyle Bettger, Hugh O'Brian, Mara Corday, Jay Silverheels, Emile Meyer, Regis Toomey",7.4,8,7,14,"The greed of the whites sows discord among the Indian tribes. Small western with a good rhythm, directed by a director who also specializes in science fiction and fantasy.",,1,3,0,0,0
205,Die Nackte und der Satan,1959,Horror,92,Germany,Victor Trivas,"Horst Frank, Karin Kernke, Helmut Schmid, Paul Dahlke, Dieter Eppler, Kurt Müller-Graf, Christiane Maybach, Michel Simon",6.6,6.5,7,5,"The young doctor Ood managed to keep alive the head of his teacher, the famous surgeon Abel, which was removed at the time of the scientist's death. Now, on his advice, Ood is able to perform incredible operations. His most daring experiment is to implant the splendid face of a misshapen woman on the perfect body of a dancer.","Yet another variation on ""Donovan's Brain"" (in turn a variation on themes from the fantastic nineteenth century) interpreted by the great Michel Simon.",1,3,1,3,2
207,Al di là della legge,1968,Western,95,Italy,Giorgio Stegani,"Lee Van Cleef, Antonio Sabato, Graziella Granata, Lionel Stander, Gordon Mitchell, Bud Spencer, Herbert Fux, Ann Smyrner",5.1,5.29,5,26,"Cudlip, a wanderer who travels the West accompanied by a black man and a strange preacher, takes possession of a bag containing the wages of the miners of Silver Canyon left momentarily unattended aboard a stagecoach. Later, by chance, Cudlip has the opportunity to meet the engineer Novak, the man in charge of transporting the sum of money of the mining company. Indeed, it will be the victim of his scam, Novak, to save his life during a violent brawl in a saloon.","Italian Western of discreet workmanship, centered on a moral conflict that recalls overseas products.",1,2,1,1,0
208,All the Way Home,1963,Drama,103,United States,Alex Segal,"Jean Simmons, Robert Preston, Aline MacMahon, Pat Hingle, Thomas Chalmers, John Cullum, Helen Carew, Ronnie Claire Edwards, Michael Kearney",7.6,8,7,5,"Husband, wife and a child. Life flows quietly in a menage without flickers, but without dramas. Until the man dies in a car accident. The affection between mother and son is strengthened and a ""posthumous"" little brother fills the created void. Taken from a good novel by James Agee, one of the greatest American film critics of all time, as well as a screenwriter (""Death runs on the river""). The realization is correct, but inferior to the big model.",,0,2,0,2,0
209,The Lawyer,1970,Drama,117,United States,Sidney J. Furie,"Barry Newman, Harold Gould, Diana Muldaur, Robert Colbert, Kathleen Crowley, Warren J. Kemmerling, Booth Colman, Ken Swofford",7.5,8,7,8,"Tony Petrocelli is a young American lawyer whose professional life seems confined to small provincial lawsuits. One day he accepts the defense of Dr. Jack Harrison accused of killing his wife. All the evidence is against his assistant and the jury sentences him to life in prison. However, Petrocelli manages to get the trial reopened by presenting a version of the facts as valid as that of the prosecution.",The opera is one of the classic trial films where the skill lies in building a screenplay that will stand up to the times of the trial. The television series Petrocelli was based on this film by Sidney J. Furie,0,2,0,3,1
210,Above Suspicion,1943,Spy,91,United States,Richard Thorpe,"Fred MacMurray, Joan Crawford, Conrad Veidt, Basil Rathbone, Reginald Owen, Richard Ainley, Cecil Cunningham, Ann Shoemaker",5.9,6,6,17,"In 1939 an Oxford professor about to leave for his honeymoon receives an important assignment from the Foreign Office. He has to recover the design of a magnetic mine invented by the Nazis. He leaves together with his wife; the two manage to enter Germany via Paris and, after a thousand ups and downs, happily carry out their dangerous mission.","War propaganda entrusted to a patriotic Joan Crawford and a Fred McMurray still far from the murky atmosphere of ""The flame of sin"". Richard Thorpe did better (""The Prisoner of Zenda"", ""Ivanhoe""), but this yellow rose still works enough.",1,2,1,2,0
212,Al diavolo la celebrità,1949,Comedy,90,Italy,"Mario Monicelli, Steno","Marcel Cerdan, Ferruccio Tagliavini, Mischa Auer, Marilyn Buferd, Carlo Campanini, Leonardo Cortese, Aldo Silvani, Giuseppe Pierozzi, Cesare Polacco",4.7,5.43,4,9,"Franco Bresci, while acting as an interpreter in an official meeting of the highest level, incurs a translation accident and is slandered out. Furious, he sends to the devil all the illustrious gentlemen for whom he is forced to work and the Devil decides to make him feel the thrill of fame.","The story holds and the film is enjoyable, as long as you're not picky.",2,2,0,0,0
213,I'll Be Seeing You,1945,Comedy,85,United States,William Dieterle,"Ginger Rogers, Joseph Cotten, Shirley Temple, John Derek, Spring Byington, Tom Tully, Chill Wills, Kenny Bowers",6.5,7,6,17,"During Christmas, at the home of little Barbara's uncles, love is born between the sergeant and the young Mary, imprisoned on special leave.",,2,2,1,1,0
214,Alambrado,1991,Drama,90,"Italy, Argentina",Marco Bechis,"Jacqueline Lustig, Martin Kalwill, Arturo Maly, Matthew Marsh, Enrique Ahriman, Cristina Czetto, Miguel Ángel Paludi, Mariano López",7.3,7.6,7,14,"Not far from the Strait of Magellan, in a house lost in the windswept wastes, out of the world and out of time, Logan lives with his two teenage children, Eva and Juan. The threat to their universe comes in the form of a survey engineer for the planned construction of an airport. The three react with different strategies of resistance or escape, physical and mental.","A film about space, about emptiness. A film about the wind. The Italo-Argentine Bechis, director of ""Garage Olimpo"", with few means realizes a fascinating work, a debut to remember. Herzogian in the intimate.",0,1,0,3,1
216,Alamo Bay,1985,Drama,103,United States,Louis Malle,"Ed Harris, Amy Madigan, Ho Nguyen, Donald Moffat, Rudy Young, Truyen V. Tran, Cynthia Carle, Martin Lasalle, William Frankfather",6.3,6.33,6,15,"A Vietnamese community has settled in the small Texan port of Alamo Bay, frowned upon by local fishermen already harassed by the crisis. In this context of racial tension Glory hires Dinh, one of the young immigrants, triggering the violent reaction of her man. The clash will end tragically.","Louis Malle drew inspiration from authentically happened events to create this action drama with a strong social content, in which he accurately presents an explosive situation and the racist conflicts that derive from it. A sober and engaging film, which moves with remarkable skill between documentary and fiction.",0,2,2,3,1
217,Steel Dawn,1987,Fantasy,100,United States,Lance Hool,"Patrick Swayze, Lisa Niemi, Christopher Neame, Brion James, Anthony Zerbe, John Fujioka, Brett Hool, Marcel Van Heerden, Arnold Vosloo",5,4,6,4,"The action takes place in a hypothetical post-atomic future. The earth is reduced to experiencing a new Middle Ages; a mysterious warrior, a veteran of who knows what battles, wanders among desolate and very risky lands. Knight without blemish and without fear, he takes on the defense of a young and beautiful widow and her little son from the snares of the evil one, who naturally surrounds himself with horrid thugs.","Yet another and unlikely variation on overcooked themes and situations. Future star Patrick Swayze (""Ghost"") had only the seasonal hit ""Dirty Dancing"" to his credit at the time; with this shortly he missed his career.",0,3,0,1,0
219,Dawn at Socorro,1954,Western,84,United States,George Sherman,"Rory Calhoun, Piper Laurie, David Brian, Alex Nicol, Kathleen Hughes, Edgar Buchanan, Mara Corday, Roy Roberts, Skip Homeier",6.1,6,6,13,"A gunslinger, determined to end his past, is forced to endure a final, decisive duel.",A good western by a modest specialist with second-rate actors.,0,0,0,0,0
220,Le jour se lève,1939,Drama,87,France,Marcel Carné,"Jean Gabin, Jules Berry, Arletty, Mady Berry, René Génin, Jacqueline Laurent, Bernard Blier, Arthur Devère, René Bergeron",8,7.69,8,55,"Paris, 1930s. François, a quiet and honest worker, falls madly in love with a young flower girl to the point of killing Valentin, the man who has long haunted her. After the murder, François barricades himself at home, surrounded by the police forces, and spends the whole night thinking about the events that led to this dramatic circumstance. In this way, his entire past life flows slowly.","A masterpiece of French poetic realism with a stunning black and white photography and with Jean Gabin in great shape. Jacques Prevert's screenplay, with its famous use of the flash-back, is a monument of pessimism and melancholy, so much so that the film (released on the eve of World War II) was withdrawn as ""demoralizing"".",0,3,3,3,0
221,L'albergo degli assenti,1939,Thriller,90,Italy,Raffaello Matarazzo,"Paola Barbara, Camillo Pilotto, Maurizio D'Ancora, Carla Candiani, Carlo Tamberlani, Dria Paola, Elio Steiner",6.5,6.5,7,8,An American billionaire mysteriously disappears on the French Riviera. The housekeeper goes in search of her with her boyfriend and discovers the existence of an organization that kidnaps unwelcome relatives from their respective families and keeps them locked up in a mysterious hotel. The two young men convince reluctant policemen to break into the house and end the segregation of the prisoners.,"American-style detective directed with great skill (in the years when American films were scarce in Italy) by Raffaello Matarazzo, the director who achieved fame after the war with highly popular melodramas such as ""Chains"".",0,3,1,4,0
